GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55500	9.97e-01	7.20e-01	0.1092	-0.3583428	-0.0391225	2360.71	ETNK1	ethanolamine kinase 1
636	9.97e-01	7.34e-01	0.3004	-0.3400715	-0.1021479	402.19	BICD1	BICD cargo adaptor 1
81539	9.97e-01	7.22e-01	0.6076	-0.3558694	-0.2162176	125.93	SLC38A1	solute carrier family 38 member 1
121268	9.97e-01	7.31e-01	0.3487	0.3439305	0.1199419	204.5	RHEBL1	RHEB like 1
7024	9.97e-01	7.23e-01	0.2077	-0.3550824	-0.0737393	677.16	TFCP2	transcription factor CP2
3164	9.97e-01	7.23e-01	0.4643	0.3539399	0.1643205	23202.65	NR4A1	nuclear receptor subfamily 4 group A member 1
84305	9.97e-01	7.23e-01	0.3535	0.3544976	0.1253065	209.09	PYM1	PYM homolog 1, exon junction complex associated factor
4637	9.97e-01	7.33e-01	0.1469	-0.341266	-0.0501198	4191.08	MYL6	myosin light chain 6
10330	9.97e-01	7.25e-01	0.2042	-0.3513212	-0.0717525	432.85	CNPY2	canopy FGF signaling regulator 2
54509	9.97e-01	7.32e-01	0.2595	-0.3427025	-0.0889244	164.08	RHOF	ras homolog family member F, filopodia associated
5715	9.97e-01	7.26e-01	0.246	-0.3503804	-0.0862023	339.87	PSMD9	proteasome 26S subunit, non-ATPase 9
222484	9.97e-01	7.27e-01	0.4249	-0.3493972	-0.1484523	111.61	LNX2	ligand of numb-protein X 2
94240	9.97e-01	7.28e-01	0.262	-0.3478811	-0.0911568	544.67	EPSTI1	epithelial stromal interaction 1
10150	9.97e-01	7.22e-01	0.2451	-0.3557204	-0.0871883	1128.08	MBNL2	muscleblind like splicing regulator 2
8428	9.97e-01	7.20e-01	0.1414	-0.3586336	-0.0507017	874.84	STK24	serine/threonine kinase 24
79774	9.97e-01	7.19e-01	0.1753	-0.3602713	-0.0631632	340.46	GRTP1	growth hormone regulated TBC protein 1
123103	9.97e-01	7.25e-01	0.6363	-0.3518395	-0.2238915	134.25	KLHL33	kelch like family member 33
122704	9.97e-01	7.27e-01	0.2328	0.3485537	0.0811298	274.9	MRPL52	mitochondrial ribosomal protein L52
55449	9.97e-01	7.27e-01	0.2368	-0.3484551	-0.082529	271.69	DHRS4-AS1	DHRS4 antisense RNA 1
26277	9.97e-01	7.26e-01	0.1408	-0.3499491	-0.0492686	1005.34	TINF2	TERF1 interacting nuclear factor 2
105378179	9.97e-01	7.32e-01	0.3885	0.3421824	0.1329268	405.38	LOC105378179	uncharacterized LOC105378179
6815	9.97e-01	7.28e-01	0.2012	-0.3482849	-0.0700807	375.7	STYX	serine/threonine/tyrosine interacting protein
2079	9.97e-01	7.34e-01	0.171	-0.3397334	-0.0581045	613.01	ERH	ERH mRNA splicing and mitosis factor
80127	9.97e-01	7.30e-01	0.3786	-0.3447816	-0.1305255	123.22	BBOF1	basal body orientation factor 1
10538	9.97e-01	7.18e-01	0.3706	0.3605001	0.1336026	123.93	BATF	basic leucine zipper ATF-like transcription factor
57062	9.97e-01	7.24e-01	0.1724	-0.353564	-0.0609644	2338.17	DDX24	DEAD-box helicase 24
7187	9.97e-01	7.20e-01	0.1954	-0.3581802	-0.0700038	783.15	TRAF3	TNF receptor associated factor 3
101059918	9.97e-01	7.26e-01	0.1879	-0.3509978	-0.0659355	506.84	GOLGA8R	golgin A8 family member R
56851	9.97e-01	7.28e-01	0.1803	0.3474479	0.0626339	614.73	EMC7	ER membrane protein complex subunit 7
54816	9.97e-01	7.34e-01	0.1765	0.3400002	0.0600151	1162.37	ZNF280D	zinc finger protein 280D
23060	9.97e-01	7.33e-01	0.1328	0.341032	0.0452834	1283.37	ZNF609	zinc finger protein 609
100528021	9.97e-01	7.33e-01	0.2899	0.3407147	0.0987849	154.89	ST20-MTHFS	ST20-MTHFS readthrough
51704	9.97e-01	7.33e-01	0.4719	0.3413329	0.1610617	356.35	GPRC5B	G protein-coupled receptor class C group 5 member B
54988	9.97e-01	7.28e-01	0.328	-0.3472185	-0.113884	1261.93	ACSM5	acyl-CoA synthetase medium chain family member 5
57146	9.97e-01	7.29e-01	0.3577	-0.346144	-0.1238038	130.84	LDAF1	lipid droplet assembly factor 1
79728	9.97e-01	7.30e-01	0.2884	0.3447238	0.0994084	246.08	PALB2	partner and localizer of BRCA2
29108	9.97e-01	7.33e-01	0.2674	-0.340724	-0.0911004	743.18	PYCARD	PYD and CARD domain containing
493829	9.97e-01	7.28e-01	0.6704	0.3472312	0.2327854	114.57	TRIM72	tripartite motif containing 72
10294	9.97e-01	7.22e-01	0.149	-0.3559728	-0.0530569	928.06	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
5216	9.97e-01	7.23e-01	0.1813	0.3538817	0.0641699	4874.18	PFN1	profilin 1
84817	9.97e-01	7.33e-01	0.2815	0.3409759	0.0959975	196.44	TXNDC17	thioredoxin domain containing 17
1984	9.97e-01	7.32e-01	0.1665	0.3430175	0.0571112	2268.18	EIF5A	eukaryotic translation initiation factor 5A
51655	9.97e-01	7.28e-01	0.4407	-0.3481074	-0.1533966	2880.89	RASD1	ras related dexamethasone induced 1
55813	9.97e-01	7.27e-01	0.2	-0.3487909	-0.0697571	2204.2	UTP6	UTP6 small subunit processome component
64149	9.97e-01	7.28e-01	0.2956	-0.3484019	-0.1029814	150.57	C17orf75	chromosome 17 open reading frame 75
284106	9.97e-01	7.22e-01	0.2518	0.3564181	0.0897378	255.22	CISD3	CDGSH iron sulfur domain 3
339287	9.97e-01	7.31e-01	0.1458	-0.3433267	-0.0500551	3437.52	MSL1	MSL complex subunit 1
10614	9.97e-01	7.33e-01	0.3578	0.340696	0.1218989	9895.88	HEXIM1	HEXIM P-TEFb complex subunit 1
6668	9.97e-01	7.31e-01	0.2241	-0.3436136	-0.0770171	360.83	SP2	Sp2 transcription factor
22834	9.97e-01	7.22e-01	0.1863	0.3552285	0.0661688	1296.33	ZNF652	zinc finger protein 652
51747	9.97e-01	7.30e-01	0.2518	0.3453284	0.0869377	4953.18	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
8493	9.97e-01	7.24e-01	0.1804	-0.3528469	-0.0636676	794.65	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
54828	9.97e-01	7.23e-01	0.3732	-0.3543255	-0.1322415	285.72	BCAS3	BCAS3 microtubule associated cell migration factor
283991	9.97e-01	7.25e-01	0.1976	0.3518745	0.0695421	605.38	UBALD2	UBA like domain containing 2
339229	9.97e-01	7.21e-01	0.2995	0.3575021	0.1070577	280.95	OXLD1	oxidoreductase like domain containing 1
55556	9.97e-01	7.19e-01	0.3967	-0.3604403	-0.1429786	435.15	ENOSF1	enolase superfamily member 1
2774	9.97e-01	7.30e-01	0.2552	0.3446168	0.0879363	372.72	GNAL	G protein subunit alpha L
84735	9.97e-01	7.21e-01	0.6773	0.3574662	0.2421289	85.66	CNDP1	carnosine dipeptidase 1
23526	9.97e-01	7.26e-01	0.1241	-0.3508197	-0.0435528	8981.29	ARHGAP45	Rho GTPase activating protein 45
84444	9.97e-01	7.26e-01	0.2325	0.3498399	0.0813357	1397.18	DOT1L	DOT1 like histone lysine methyltransferase
2769	9.97e-01	7.28e-01	0.2551	-0.3482355	-0.0888485	1330.98	GNA15	G protein subunit alpha 15
51341	9.97e-01	7.23e-01	0.1554	0.3549212	0.0551717	635.76	ZBTB7A	zinc finger and BTB domain containing 7A
256949	9.97e-01	7.27e-01	0.622	0.3491862	0.2171836	134.73	KANK3	KN motif and ankyrin repeat domains 3
27151	9.97e-01	7.25e-01	0.5529	0.3514804	0.1943235	123.29	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8
3594	9.97e-01	7.28e-01	0.2086	0.3483436	0.0726697	518.2	IL12RB1	interleukin 12 receptor subunit beta 1
8425	9.97e-01	7.21e-01	0.1865	-0.3576932	-0.0667083	734.2	LTBP4	latent transforming growth factor beta binding protein 4
100529262	9.97e-01	7.25e-01	0.2216	0.3515242	0.0778982	321.31	MIA-RAB4B	MIA-RAB4B readthrough (NMD candidate)
7768	9.97e-01	7.28e-01	0.3842	0.3472794	0.1334088	139.2	ZNF225	zinc finger protein 225
83596	9.97e-01	7.24e-01	0.1712	0.3524642	0.0603281	393.59	BCL2L12	BCL2 like 12
4696	9.97e-01	7.30e-01	0.2731	-0.3447387	-0.0941524	252.65	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
1	9.97e-01	7.27e-01	0.5593	-0.3495188	-0.1954865	95.77	A1BG	alpha-1-B glycoprotein
25799	9.97e-01	7.25e-01	0.421	0.3519803	0.148169	168.51	ZNF324	zinc finger protein 324
6666	9.97e-01	7.22e-01	0.2342	-0.3559622	-0.0833536	344.82	SOX12	SRY-box transcription factor 12
55617	9.97e-01	7.34e-01	0.4264	-0.339863	-0.1449209	118.38	TASP1	taspase 1
10483	9.97e-01	7.18e-01	0.1817	0.360882	0.0655873	1071.52	SEC23B	SEC23 homolog B, COPII coat complex component
29107	9.97e-01	7.23e-01	0.2867	-0.3542086	-0.1015582	543.52	NXT1	nuclear transport factor 2 like export factor 1
9825	9.97e-01	7.30e-01	0.2731	-0.3455004	-0.0943474	330.11	SPATA2	spermatogenesis associated 2
9510	9.97e-01	7.24e-01	0.5281	0.3534396	0.1866591	1684.48	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
63977	9.97e-01	7.31e-01	0.2017	-0.3437079	-0.0693293	474.18	PRDM15	PR/SET domain 15
1292	9.97e-01	7.34e-01	0.471	-0.3402199	-0.1602449	388.1	COL6A2	collagen type VI alpha 2 chain
128989	9.97e-01	7.28e-01	0.1701	0.3482721	0.0592426	903.4	TANGO2	transport and golgi organization 2 homolog
284900	9.97e-01	7.26e-01	0.2011	0.3510961	0.0706032	378.49	TTC28-AS1	TTC28 antisense RNA 1
55954	9.97e-01	7.28e-01	0.2463	-0.34763	-0.0856319	143.15	ZMAT5	zinc finger matrin-type 5
8897	9.97e-01	7.30e-01	0.1424	-0.3454191	-0.0491888	1780.08	MTMR3	myotubularin related protein 3
25828	9.97e-01	7.26e-01	0.1426	-0.3507533	-0.0500045	633.73	TXN2	thioredoxin 2
164684	9.97e-01	7.32e-01	0.2074	-0.3430234	-0.071142	426.54	WBP2NL	WBP2 N-terminal like
56474	9.97e-01	7.26e-01	0.2401	0.3502954	0.0840985	291.4	CTPS2	CTP synthase 2
23133	9.97e-01	7.20e-01	0.1293	-0.3583049	-0.046319	1288.54	PHF8	PHD finger protein 8
54470	9.97e-01	7.23e-01	0.1384	0.3550537	0.0491422	726.27	ARMCX6	armadillo repeat containing X-linked 6
139231	9.97e-01	7.29e-01	0.1285	0.3469499	0.0445765	1222.11	FAM199X	family with sequence similarity 199, X-linked
55916	9.97e-01	7.32e-01	0.4543	-0.3428267	-0.1557302	899.44	NXT2	nuclear transport factor 2 like export factor 2
10838	9.97e-01	7.28e-01	0.2664	0.3479337	0.0927008	233.7	ZNF275	zinc finger protein 275
22829	9.97e-01	7.34e-01	1.3127	-0.3396718	-0.445901	119.63	NLGN4Y	neuroligin 4 Y-linked
4513	9.97e-01	7.19e-01	0.1707	-0.3596929	-0.0614053	31710.65	COX2	cytochrome c oxidase subunit II
8500	9.97e-01	7.34e-01	0.1299	-0.3394857	-0.0441039	1581.88	PPFIA1	PTPRF interacting protein alpha 1
374955	9.97e-01	7.35e-01	0.2053	-0.3386508	-0.0695099	364.4	SPATA21	spermatogenesis associated 21
728066	9.97e-01	7.34e-01	0.1939	-0.3392029	-0.0657865	160.99	FAM133DP	family with sequence similarity 133, member A pseudogene
84792	9.97e-01	7.35e-01	0.2576	-0.338565	-0.0872159	422.41	FAM220A	family with sequence similarity 220 member A
5591	9.97e-01	7.35e-01	0.1577	0.3391074	0.053466	2351	PRKDC	protein kinase, DNA-activated, catalytic subunit
100885850	9.97e-01	7.35e-01	0.2361	-0.3389481	-0.0800152	172.23	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
388524	9.97e-01	7.35e-01	0.1891	-0.3386762	-0.0640509	1228.31	RPSA2	ribosomal protein SA 2
55857	9.97e-01	7.34e-01	0.2728	0.3391869	0.0925344	271.28	KIZ	kizuna centrosomal protein
4129	9.97e-01	7.35e-01	1.2214	0.3385978	0.4135649	162.34	MAOB	monoamine oxidase B
1831	9.97e-01	7.35e-01	0.3561	0.3388771	0.1206874	7239.72	TSC22D3	TSC22 domain family member 3
7335	9.97e-01	7.35e-01	0.1434	-0.3383783	-0.0485304	656.84	UBE2V1	ubiquitin conjugating enzyme E2 V1
64848	9.97e-01	7.35e-01	0.1629	-0.3379384	-0.0550518	1920.76	YTHDC2	YTH domain containing 2
55787	9.98e-01	7.36e-01	0.2161	0.337658	0.0729797	553.05	TXLNG	taxilin gamma
100303728	9.98e-01	7.36e-01	0.4364	-0.337554	-0.1472946	122.56	SLC25A5-AS1	SLC25A5 antisense RNA 1
6575	9.98e-01	7.36e-01	0.2057	-0.3373347	-0.069373	399.07	SLC20A2	solute carrier family 20 member 2
23511	9.98e-01	7.36e-01	0.1457	-0.3371435	-0.0491329	1153.19	NUP188	nucleoporin 188
81566	9.98e-01	7.36e-01	0.1907	-0.3370406	-0.064261	971.13	CSRNP2	cysteine and serine rich nuclear protein 2
64328	9.98e-01	7.36e-01	0.1278	0.3369415	0.0430713	946.58	XPO4	exportin 4
64344	9.98e-01	7.36e-01	0.5732	0.3370691	0.1932172	104.24	HIF3A	hypoxia inducible factor 3 subunit alpha
10745	9.98e-01	7.36e-01	0.2262	-0.3367016	-0.0761569	444.01	PHTF1	putative homeodomain transcription factor 1
5110	9.98e-01	7.36e-01	0.2093	0.3367326	0.0704901	668	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
1287	9.98e-01	7.36e-01	0.7105	0.3366104	0.2391502	113.48	COL4A5	collagen type IV alpha 5 chain
4756	9.98e-01	7.37e-01	0.3829	0.3363549	0.1287978	259.49	NEO1	neogenin 1
29914	9.98e-01	7.37e-01	0.21	0.3361199	0.0705956	384.25	UBIAD1	UbiA prenyltransferase domain containing 1
55269	9.98e-01	7.37e-01	0.1539	-0.33583	-0.0516713	895.75	PSPC1	paraspeckle component 1
348751	9.98e-01	7.37e-01	0.4166	0.3356776	0.1398354	119.75	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like
3032	9.98e-01	7.37e-01	0.1259	-0.3352321	-0.0422223	1735.71	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
54984	9.98e-01	7.37e-01	0.38	-0.3353858	-0.1274511	148.83	PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1
23322	9.98e-01	7.37e-01	0.5296	0.3352764	0.1775468	87.11	RPGRIP1L	RPGRIP1 like
23373	9.98e-01	7.37e-01	0.2361	-0.3353768	-0.0791742	482.77	CRTC1	CREB regulated transcription coactivator 1
8564	9.99e-01	7.38e-01	0.2789	-0.3347122	-0.0933385	211.19	KMO	kynurenine 3-monooxygenase
84331	9.99e-01	7.38e-01	0.2337	0.3346544	0.0782024	285.54	MCRIP2	MAPK regulated corepressor interacting protein 2
6794	9.99e-01	7.38e-01	0.1248	0.334816	0.0417973	959.12	STK11	serine/threonine kinase 11
9546	9.99e-01	7.38e-01	0.2996	-0.3347785	-0.1003003	277.5	APBA3	amyloid beta precursor protein binding family A member 3
27258	9.99e-01	7.38e-01	0.2493	-0.3344984	-0.0833902	289.62	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
2550	9.99e-01	7.38e-01	0.4169	-0.3344143	-0.1394301	172.45	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
2048	9.99e-01	7.40e-01	0.2368	-0.3315902	-0.0785304	460.85	EPHB2	EPH receptor B2
260425	9.99e-01	7.41e-01	0.2253	-0.3307368	-0.0745113	256.44	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
1465	9.99e-01	7.40e-01	0.3653	-0.3315658	-0.1211278	549.65	CSRP1	cysteine and glycine rich protein 1
254428	9.99e-01	7.39e-01	0.2657	-0.3325418	-0.0883432	1170.81	SLC41A1	solute carrier family 41 member 1
51072	9.99e-01	7.39e-01	0.1843	0.3328813	0.0613391	664.78	MEMO1	mediator of cell motility 1
400966	9.99e-01	7.41e-01	0.2802	-0.3300013	-0.0924699	510.03	RGPD1	RANBP2 like and GRIP domain containing 1
7867	9.99e-01	7.40e-01	0.2506	0.3315576	0.0831	1121.08	MAPKAPK3	MAPK activated protein kinase 3
132160	9.99e-01	7.40e-01	0.1856	-0.3320664	-0.0616369	1503.78	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M
8833	9.99e-01	7.42e-01	0.1734	-0.3297991	-0.057186	602.75	GMPS	guanine monophosphate synthase
5337	9.99e-01	7.41e-01	0.2633	-0.3306122	-0.0870556	796.14	PLD1	phospholipase D1
152217	9.99e-01	7.40e-01	0.2574	0.3318105	0.0854145	146.8	NCBP2AS2	NCBP2 antisense 2 (head to head)
57505	9.99e-01	7.39e-01	0.2199	0.3326602	0.0731673	519.92	AARS2	alanyl-tRNA synthetase 2, mitochondrial
4646	9.99e-01	7.41e-01	0.1831	0.3310187	0.0606229	675.87	MYO6	myosin VI
9994	9.99e-01	7.40e-01	0.1726	-0.3318126	-0.0572631	566.81	CASP8AP2	caspase 8 associated protein 2
6119	9.99e-01	7.42e-01	0.377	0.3298487	0.1243368	165.09	RPA3	replication protein A3
7978	9.99e-01	7.39e-01	0.3238	0.3325948	0.1076881	213.39	MTERF1	mitochondrial transcription termination factor 1
5327	9.99e-01	7.41e-01	0.327	-0.3308808	-0.1082044	521.22	PLAT	plasminogen activator, tissue type
286075	9.99e-01	7.41e-01	0.2507	0.3309188	0.0829686	210.82	ZNF707	zinc finger protein 707
6505	9.99e-01	7.40e-01	0.8622	0.3315069	0.2858405	235.83	SLC1A1	solute carrier family 1 member 1
51182	9.99e-01	7.41e-01	0.1718	-0.3299085	-0.0566711	1186.27	HSPA14	heat shock protein family A (Hsp70) member 14
7587	9.99e-01	7.40e-01	0.2348	0.332139	0.0779832	489.37	ZNF37A	zinc finger protein 37A
7321	9.99e-01	7.39e-01	0.213	-0.3336404	-0.0710495	646.66	UBE2D1	ubiquitin conjugating enzyme E2 D1
2526	9.99e-01	7.41e-01	0.2071	-0.3308659	-0.0685242	605.85	FUT4	fucosyltransferase 4
3678	9.99e-01	7.38e-01	0.1565	0.3338473	0.0522496	2444.07	ITGA5	integrin subunit alpha 5
9107	9.99e-01	7.39e-01	0.1511	-0.3329066	-0.0503173	864.34	MTMR6	myotubularin related protein 6
79587	9.99e-01	7.41e-01	0.1662	-0.3303398	-0.0549033	793.11	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial
57570	9.99e-01	7.40e-01	0.2449	-0.3317058	-0.0812487	208	TRMT5	tRNA methyltransferase 5
100129387	9.99e-01	7.42e-01	0.2512	-0.3297325	-0.0828304	156.24	GABPB1-AS1	GABPB1 antisense RNA 1
9101	9.99e-01	7.41e-01	0.1132	-0.3308897	-0.0374642	1234.97	USP8	ubiquitin specific peptidase 8
51283	9.99e-01	7.39e-01	0.1864	0.332755	0.0620338	515.54	BFAR	bifunctional apoptosis regulator
4335	9.99e-01	7.41e-01	0.1281	0.3307369	0.0423676	902.33	MNT	MAX network transcriptional repressor
284114	9.99e-01	7.39e-01	0.3742	0.3334851	0.1247863	168.28	TMEM102	transmembrane protein 102
79902	9.99e-01	7.39e-01	0.229	0.3329444	0.0762372	1053.42	NUP85	nucleoporin 85
1837	9.99e-01	7.40e-01	0.1998	-0.3324013	-0.0664162	721.01	DTNA	dystrobrevin alpha
107987261	9.99e-01	7.42e-01	0.3302	-0.3298091	-0.1089039	466.39	LOC107987261	
125988	9.99e-01	7.40e-01	0.2646	-0.3314411	-0.0876889	209.41	MICOS13	mitochondrial contact site and cristae organizing system subunit 13
8744	9.99e-01	7.39e-01	0.5306	0.3334234	0.1769128	914.65	TNFSF9	TNF superfamily member 9
7773	9.99e-01	7.39e-01	0.5192	-0.3326883	-0.1727464	85.37	ZNF230	zinc finger protein 230
102724428	9.99e-01	7.41e-01	0.4607	0.3305035	0.1522471	2708.85	LOC102724428	salt inducible kinase 1B (putative)
85358	9.99e-01	7.42e-01	0.5609	-0.3298612	-0.1850189	308.11	SHANK3	SH3 and multiple ankyrin repeat domains 3
5931	9.99e-01	7.40e-01	0.1892	-0.3323222	-0.0628856	945.66	RBBP7	RB binding protein 7, chromatin remodeling factor
84707	9.99e-01	7.40e-01	0.7048	0.3315048	0.2336333	100.55	BEX2	brain expressed X-linked 2
79649	9.99e-01	7.40e-01	0.422	-0.3324682	-0.1402944	238.03	MAP7D3	MAP7 domain containing 3
8653	9.99e-01	7.39e-01	1.3137	-0.3326944	-0.4370732	8468.63	DDX3Y	DEAD-box helicase 3 Y-linked
100526664	9.99e-01	7.42e-01	0.138	0.3294225	0.0454745	1726.06	LY75-CD302	LY75-CD302 readthrough
100130557	9.99e-01	7.43e-01	0.3374	-0.328035	-0.1106631	225.35	NFYC-AS1	NFYC antisense RNA 1
101060226	9.99e-01	7.42e-01	0.1375	0.3286069	0.0451899	784.57	NBPF19	NBPF member 19
65997	9.99e-01	7.42e-01	0.5137	-0.3289113	-0.168969	725.28	RASL11B	RAS like family 11 member B
8972	9.99e-01	7.42e-01	0.7063	-0.328618	-0.2321134	125.54	MGAM	maltase-glucoamylase
7248	9.99e-01	7.42e-01	0.1405	0.3290762	0.0462285	1759.22	TSC1	TSC complex subunit 1
91373	9.99e-01	7.42e-01	0.1576	0.3292899	0.0519102	917.07	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
653268	9.99e-01	7.42e-01	0.2662	-0.3285818	-0.0874583	256.2	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
144811	9.99e-01	7.42e-01	0.2663	-0.3289219	-0.0875766	456.46	LACC1	laccase domain containing 1
63874	9.99e-01	7.43e-01	0.2281	-0.3280444	-0.0748254	387.93	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B
55794	9.99e-01	7.42e-01	0.3124	-0.3292068	-0.1028566	225.89	DDX28	DEAD-box helicase 28
8533	9.99e-01	7.43e-01	0.137	0.3281914	0.0449498	942.59	COPS3	COP9 signalosome subunit 3
115106	9.99e-01	7.43e-01	0.3323	0.3283359	0.1091013	159.49	HAUS1	HAUS augmin like complex subunit 1
10382	9.99e-01	7.43e-01	0.5745	0.328006	0.1884526	212.5	TUBB4A	tubulin beta 4A class IVa
8725	9.99e-01	7.43e-01	0.1942	-0.328464	-0.0637949	726.63	URI1	URI1 prefoldin like chaperone
6487	9.99e-01	7.44e-01	0.3052	-0.3261592	-0.0995299	159.5	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
60526	9.99e-01	7.44e-01	0.4567	-0.3268487	-0.1492733	154.27	LDAH	lipid droplet associated hydrolase
10056	9.99e-01	7.44e-01	0.2957	0.3268141	0.0966312	461.56	FARSB	phenylalanyl-tRNA synthetase subunit beta
84126	9.99e-01	7.44e-01	0.2256	0.3266091	0.0736718	155.23	ATRIP	ATR interacting protein
8930	9.99e-01	7.44e-01	0.215	-0.3262761	-0.0701433	1368.37	MBD4	methyl-CpG binding domain 4, DNA glycosylase
4790	9.99e-01	7.44e-01	0.3737	0.3260717	0.121842	3209.09	NFKB1	nuclear factor kappa B subunit 1
389677	9.99e-01	7.44e-01	0.1622	0.3269296	0.0530157	990.17	RBM12B	RNA binding motif protein 12B
7046	9.99e-01	7.44e-01	0.1809	0.3263071	0.0590165	8335.39	TGFBR1	transforming growth factor beta receptor 1
10952	9.99e-01	7.44e-01	0.2106	-0.3271668	-0.0689148	572.85	SEC61B	SEC61 translocon subunit beta
283149	9.99e-01	7.44e-01	0.1948	0.3271325	0.0637373	1319.75	BCL9L	BCL9 like
27340	9.99e-01	7.44e-01	0.2429	0.3268738	0.0794055	508.02	UTP20	UTP20 small subunit processome component
2841	9.99e-01	7.43e-01	0.6462	-0.3277628	-0.2117851	99.56	GPR18	G protein-coupled receptor 18
100288162	9.99e-01	7.43e-01	0.1578	0.3275231	0.0516953	130.94	LOC100288162	uncharacterized LOC100288162
11276	9.99e-01	7.44e-01	0.1144	-0.3260561	-0.037308	1316.42	SYNRG	synergin gamma
4089	9.99e-01	7.44e-01	0.1113	0.3267194	0.036365	1178.6	SMAD4	SMAD family member 4
4218	9.99e-01	7.43e-01	0.1704	-0.327423	-0.0557929	1254.85	RAB8A	RAB8A, member RAS oncogene family
83658	9.99e-01	7.44e-01	0.1988	-0.3262367	-0.0648398	615.47	DYNLRB1	dynein light chain roadblock-type 1
4668	9.99e-01	7.44e-01	0.214	-0.32614	-0.0698097	2448.08	NAGA	alpha-N-acetylgalactosaminidase
51092	9.99e-01	7.45e-01	0.249	-0.3255914	-0.081077	1110.4	SIDT2	SID1 transmembrane family member 2
29904	9.99e-01	7.45e-01	0.1952	-0.325635	-0.0635682	532.02	EEF2K	eukaryotic elongation factor 2 kinase
26112	1.00	7.45e-01	0.239	-0.325217	-0.0777158	722.88	CCDC69	coiled-coil domain containing 69
102723897	1.00	9.09e-01	0.1621	0.1137433	0.0184325	657.04	WASH9P	WAS protein family homolog 9, pseudogene
79854	1.00	8.90e-01	0.3678	-0.1376942	-0.0506482	193.35	LINC00115	long intergenic non-protein coding RNA 115
26155	1.00	9.45e-01	0.1582	0.0688399	0.0108893	775.27	NOC2L	NOC2 like nucleolar associated transcriptional repressor
9636	1.00	7.72e-01	0.2866	-0.289799	-0.0830582	254.66	ISG15	ISG15 ubiquitin like modifier
375790	1.00	9.85e-01	0.1936	0.0183323	0.0035495	797.07	AGRN	agrin
126792	1.00	7.53e-01	0.2525	0.3144763	0.0794209	272.36	B3GALT6	beta-1,3-galactosyltransferase 6
1855	1.00	8.85e-01	0.1791	0.1443287	0.0258471	722.5	DVL1	dishevelled segment polarity protein 1
148413	1.00	7.75e-01	0.2905	-0.2863099	-0.0831719	244.88	MRPL20-AS1	MRPL20 antisense RNA 1
728661	1.00	9.29e-01	0.1901	-0.0896947	-0.0170465	1761.65	SLC35E2B	solute carrier family 35 member E2B
79906	1.00	9.74e-01	0.5351	0.0327832	0.017542	118.09	MORN1	MORN repeat containing 1
49856	1.00	8.91e-01	0.2126	-0.1367505	-0.0290704	322.92	WRAP73	WD repeat containing, antisense to TP73
57212	1.00	9.86e-01	0.191	0.0171037	0.0032673	976.51	TP73-AS1	TP73 antisense RNA 1
261734	1.00	9.01e-01	0.1899	0.1244129	0.0236311	847.99	NPHP4	nephrocystin 4
23463	1.00	9.68e-01	0.1987	-0.0395734	-0.0078638	602.3	ICMT	isoprenylcysteine carboxyl methyltransferase
3104	1.00	8.02e-01	0.1924	0.2510221	0.048301	758.02	ZBTB48	zinc finger and BTB domain containing 48
23261	1.00	9.61e-01	0.1769	-0.0488492	-0.0086421	582.82	CAMTA1	calmodulin binding transcription activator 1
54206	1.00	8.69e-01	0.3398	0.16512	0.0561002	1651.61	ERRFI1	ERBB receptor feedback inhibitor 1
473	1.00	8.57e-01	0.1209	0.1800839	0.0217777	1793.93	RERE	arginine-glutamic acid dipeptide repeats
106614088	1.00	7.65e-01	0.3637	-0.2989819	-0.1087382	358.16	MIR34AHG	MIR34A host gene
80176	1.00	9.09e-01	0.7016	-0.114729	-0.0804981	198.01	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
84275	1.00	9.02e-01	0.3047	-0.12286	-0.0374346	481.26	SLC25A33	solute carrier family 25 member 33
22883	1.00	8.06e-01	0.1351	0.2461711	0.0332537	1995.6	CLSTN1	calsyntenin 1
10277	1.00	9.97e-01	0.1492	-0.0039117	-0.0005835	852.47	UBE4B	ubiquitination factor E4B
